Denalmo north=Agixo-A south=Amolusnisnu east=Elolesme west=Migina
Agodusma north=Daligimu south=Axodeme east=Damege west=Axa
Dago north=Denixa south=Amixagila east=Anudamisniline
Ago-Eme north=Eligegisnu south=Mulnamo east=Masmaxe west=Damudu
Desmagu north=Elemigo south=Migalixu east=Dinodu west=Dasnegu
Enu north=Amulme south=Analude east=Emamusme west=Dusmegismo
Esnama north=Do-Mosno south=Danudinu east=Esmasna west=Exodisno
Eligenigu north=Exanalo south=Mosniga east=Anulme west=Esnilma
Anexudo north=Elolime south=Esnusma east=Danime west=Asnismu
Almolna north=Agalnu south=Alelnismiminisna east=Dusnela west=Dosnolime
Emigemimismo north=Agageximo south=Memema east=Axo-Misno west=Agodiga
Masnusme north=Elmilime south=Anane east=Deximigu west=Magosnu
Eno-Alne north=Minine south=Asnu-Do west=Minexigo
Mulimo north=Esnina south=Dulme east=Danu-A west=Dinime
Melasma north=Exosno south=Axaliga east=Mudige west=Amamexixu
Mo-Axe north=Enigo south=Aninoda east=Mele west=Amulolo
Egududu north=Mo-Ane south=Menimigu east=Dusmu west=Enude
Mimu north=Esnesmino south=Mimalna east=Agaxoda west=Meno-E
Enelolo north=Mo-Delmigu south=Egenixo west=Mu-Esninu
Agududo north=Anolele south=Menagu east=Digo-Do west=Elusno
Exulo north=Amilulu south=Enu-Ano east=Delane west=Damege
Egena north=Dusnu-Dixa south=Mamemu east=Amaxisma west=Do-Esne
Alixude north=Axixo south=Asmu-Du east=Danixa west=Enududu
Amene north=Egixema south=Emolmismila east=Alnisna west=Enanaga
Denu-A north=Degolmu south=Dudinina east=Enimesmu west=Egesnu
Damoda north=Dosnana south=Mo-Mane east=Delnexo west=Animula
Egimalu north=Migusmo south=Mu-Esma east=Misnelmu west=Mu-Ma
Elenu north=Dixinina south=Dodosne east=Du-Asnixu west=Megulo
Dosmolu north=Anude south=Megole east=Dilodu west=Enanegu
Amilne north=Dosmelu south=Elanole east=Malnisnixo west=Aminoda
Asnude north=Demasma south=Manexu east=Digosna west=Modulu
Denilixa north=Asmula south=Milmosma east=Elulele west=Mu-Migo
Alisnu north=Dinano south=Dulmudu east=Egelegixe west=Dememixe
Magulme north=Dolago south=Dolnolma east=Dinilo west=Anasnimo
Dixudu north=Damo south=Alolosmu east=Axusmilmu west=Do-Mo-A
Asnilniga north=Memimu south=Esnago east=Migusne west=Misneme
Elu-Eno north=Egolu-Migu south=Alne east=Amine west=Dalmaxo
Eximexe north=Agusnu south=Asmosmu east=Agamodu west=Asmo-Du
Esniliga north=Musmo-Ma south=Danine east=Aligiga west=Egodo
Dodu-Me north=Magelu south=Dolegu east=Mu-Anime west=Emodu
Exodame north=Agasmo south=Exo-Ma east=Mu-Exe west=De
Egemu north=Asnaxa south=Axemusno east=Egodude west=Axodo-Do
Almimu north=Misne south=Esmoligigo east=Mimilixe west=Do-Mexa
Minimo north=Emamudu south=Mosmalmu east=Asmudigo west=Exanegixo
Agelimu north=Demudo south=Demudu east=Eniname west=Du-Dolnu
Axusnino north=Exino-A south=Masnisne east=Daximu west=Enulino
Mosnige north=Mamoda south=Dololu east=Dimege west=Musnemu
Denima north=Ego-A south=Exigimu east=Mudima west=Dosmimo
Du-Masmu north=Modigu south=Agimu east=Anodena west=Degaga
Maxudu north=Agisno south=Agalaxe east=Musmodigu west=Egolu
Emano north=Dixina south=Modusna east=Emexeno west=Misnixo
Muludinu north=Modaxe south=Danulima east=Migo west=Megu-A
Elnega north=Du-Musne south=Mexu-E east=Agulne west=Amodamu
Eninesno north=Asnano south=Mulnu-Ma east=Egelesme west=Amixixa
Dagilo north=Almixe south=Do-Mela east=Amexamo west=Anu-Exo
Anolu north=Misnodininigo south=Amelolilinigo east=Dimesmu west=Migu-De
Emolaga north=Mudana south=Meluda east=Dasmosma west=Du-Alo
Dusname north=Denosno south=Anolno east=Exudu-A west=Ene
Melalnu north=Misnodo south=Mulesnismu east=Dimusmu west=Dinulu
Dalulmigu north=Dinodo south=Dismilu east=Emegemo west=Anigo-Me
Aminenu north=Dixo south=Esnine east=Musmixu west=Dusminu
Axulemo north=Dosmixe south=Milmusma east=Migamimile west=Menosmo
Mixelnime north=Dexexu south=Mulnasmo east=Exu-Asma west=Amodo
Mosmigu north=Malnanisna south=Denosna east=Minaxu west=Dixano
Deleno north=Eganolimu south=Mulme east=Analisno west=Eninega
Exelulma north=Esnega south=Esnego east=Ago-Emu west=Dimelne
Dosnaga north=Mo-Eno south=Asmage east=Malmisma west=Denusna
Mu-Dulo north=Musno-Do south=Amixila east=Eno-Ma west=Enosnu
Exulu north=Ananino south=Dosmelilixa east=Ago-Esme west=Egixamu
Mimo-Ma north=Egolosmo south=Elulme east=Anemenime west=Dagulno
Minulnu north=Emamolilu south=Emigelne east=Do-Esma west=Do-Ene
Mimisno north=Daxinima south=Dilo-A west=Molnasno
Enixode north=Dusmalu south=Dosmime east=Degu west=Degusnu
Enagosme north=Amudosmo south=Megesmu east=Degagisna west=Emanamisno
Mimelma north=Muleme south=Egolminu east=Dagola west=Exalama
Amegole north=Dixusmu south=Dusnige east=Daxele west=Eninu
Alixusna north=Emilusmu south=Dolimu east=Desmene west=Elemesme
Musmale north=Degila south=Degilo east=Elusme west=Daminisnigu
Dismosne north=Esmesmisna south=Dinu-Mixu east=Managu west=Delodo
Enexe north=Amilisnu south=Agudosma east=Examimimu west=Digusmino
Egemolima south=Amisma east=Mulemilu west=Asmosne
Agamodu north=Emimesmina south=Agosmismo east=Esnigo west=Eximexe
Denasnu north=Misname south=Aginu-Do east=Emexusnu west=Almanu
Minode north=Aniximu south=Mu-Enu east=Maludismo west=Dodu-Mu
Axigo north=Mo-Egine south=Molama east=Asnigu west=Malninu
Dame north=Alisnila south=Elmeme east=Dolmamo west=Anino
Molnilmu north=Dasnalnu south=Dulu-Mina east=Dulixu west=Asnele
Mu-Migo north=Dagele south=Exalixa east=Denilixa west=Axinulu
Dilolo north=Dulesme south=Mulmusno east=Anosnismo west=Mu-Demu
Mamude north=Mamuda south=Esmaxa east=Exusmixa west=Emasmo
Egalusmo north=Enolelo south=Enudasmo east=Ano-Ega west=Exolelixixime
Mige north=Aximo south=Manixiga east=Elnixo west=Emegegu
Elixa north=Du-Ege south=Du-Dixa east=Maxalo west=Minulina
Animula north=Dimo-Du south=Malnenigu east=Damoda west=Mixo-E
Egimo north=Dulanile south=Du-Dulu east=Dasmosnu west=Delu
Migulima north=Emanegu south=Dolame east=Aximaga west=Molega
Animolme north=Dusmisne south=Emolo east=Miligixu west=Misnisno
Asmano north=Danasme south=Enu-Du east=Du-Ena west=Do-Do-Ma
Dodudino north=Axuline south=Enixu east=Dilnaga west=Egema
Mudexe north=Alnismine south=Esnola east=Axu-Ama west=Mo-Dalma
Esnilo north=Alimano south=Maxu-A east=Exagimo west=Asnene
Elmule north=Elno south=Emolna east=Deguda west=Egodisno
Emo-Da north=Mo-Age south=Almaxa east=Digala west=Elo-Asmu
Mamanu north=Exexalu south=Elnamu east=Dexame west=Anegosmo
Mesmilu north=Mage south=Agima east=Minexu west=Ananexu
Anudosma north=Exigega south=Melnudililu east=Dulu-A west=Dodasme
Mudigimo north=Molamixa south=Alosma east=Mamigo west=Dulmulixu
Danolnisne north=Esnesmo east=Egilino west=Amenu-A
Duda north=Alexixo south=Mudule east=Aximesna west=Egulixo
Menegigo north=Dismo south=Magaxilo east=Manolno west=Damesmu
Exesmo north=Exagago south=Dasnusmina east=Enagemu west=Manexo
Dolnanigu north=Daxode south=Enodudu east=Elosna west=Milo-Mo
Muline north=Enulige south=Minega east=Alinu-Da west=Do-Dema
Agolu north=Dasnela south=Do-Dusmixu east=Dusnulnu west=Disnixa
Dagaxisma north=Amudagu south=Malena east=Mulne west=Dalilu
Milaxu north=Dulo-Do south=Dinodu east=Agaganilno west=Elemigo
Almexo north=Esmemu south=Anemino east=Alo
Exalmo north=Dagosmo south=Egalame east=Alnesnilo west=Esnismo
Mimolna north=Amosnu south=Migudo east=Meniline west=Dimo
Elnilo north=Modexa south=Egegigo east=Amilo-Da west=Alnisna
Asnasmu north=Almu south=Mixudu east=Mimelnu west=Agamesme
Melo-De north=Aganole south=Anodo east=Agimo-E west=Emu-Mu
Masnema north=Esno south=Mududima east=Amexeno west=Danage
Eno-Emo north=Elemilo south=Mosnexu east=Dalosmu west=Mixusme
Modigima north=Alninu south=Dinale east=Modisme west=Mixosma
Asmusma north=Dudixu south=Asmusme east=Digeligu west=Misnime
Agilodu north=Desmudilima south=Dixasnimo east=Dodelu west=Daxulu
Agosnine north=Egexulisnu south=Eginu-Dilnilma east=Milimilnixinigine west=Emegalu
Milalmo north=Exisnu south=Asnegu east=Musnelima west=Emudanilu
Anu-Esnu north=Dilmula south=Esnana east=Dusmolnina west=Mesmigigo
Delaninixu north=Dodulmo south=Demixo east=Dasmoda west=Manule
Alnu-Du north=Dixo-E south=Dosmema east=Mudela west=Agemasmiga
Esnasmo north=Axulodu south=Dolnu-Mu east=Ago-Mu west=Dilaxu
Denimo north=Emile south=Duludigu east=Agu west=Deneme
Aminega north=Magimino south=Degu-E east=Manudixa west=Almasnixa
Megana north=Digo-E south=Axo-Ame east=Amasno west=Dolusmo
Mismu-A north=Mismu-E south=Desmexu east=Amudimixo west=Molame
Mu-Daxe north=Esmulo south=Exelalma east=Misme west=Mixaxa
Dimixo north=Mexusno south=Anenemino east=Eno-A west=Axixime
Axudole north=Amamosmo south=Elmamino east=Dixolmu west=Axudo
Amo-Ene north=Demode south=Anu-Exe east=Emulosma west=Mulmu
Du-Du-Dilo north=Malnisnixo south=Digu east=Mo-E west=Elanole
Egexesmo north=Denudo south=Degenu east=Anamu west=Dixosna
Musnexo north=Asnimo south=Exigamo east=Dusmodila west=Elmodo
Emame north=Aninulu south=Musmana east=Esnasna west=Enimaga
Delaxinu north=Modime south=Memexu east=Demigile west=Anesne
Melmu-A north=Enulme south=Mixosnu east=Mexulmu west=Melilne
Enulu north=Enisnigo south=Demamu east=Milnude west=Axexano
Demegisme north=Enilmo south=Dulolmilna east=Alemulnu west=Mo-Mesne
Mosnanixa south=Agosmo east=Mudaline west=Mulnaxa
Asmudigo north=Amemaminine south=Enanage east=Dexige west=Minimo
Enanegu north=Mulosmixo south=Exaxula east=Dosmolu west=Egigo
Enelme north=Amulnu south=Milanisno east=Mexo west=Ego-Ma
Asnile north=Asnila south=Do-Axa east=Elaxa west=Axine
Masmena north=Emimage south=Dixudo east=Enino west=Enilulo
Exudeno north=Demalna south=Eginusnixa east=Mo-Dilmu west=Dosnine
Eginasme north=Agodixe south=Musnelima east=Du-Mo-Du west=Exisnu
Dusmelilo north=Anasnimo south=Migelo east=Dolnolma west=Dalixinile
Dalmaxo north=Demodine south=Mosmo east=Elu-Eno west=Esnulo
Damega north=Musmola south=Exelnigo east=Amelu-E west=Digagismilmu
Do-Ega north=Degagisna south=Delmu-A east=Esnodo west=Megesmu
Daxega north=Du-Agu south=Dudalixine east=Muligo west=Masna
Melola north=Axisnismu south=Molosma east=Anesnu west=Minusno
Aximalu north=Exo-Me south=Migilu east=Enigililmixo west=Mexode
Mamu north=Dudimo south=Elosno east=Agaxime west=Agega
Mosmelmiga north=Axisne south=Dosne east=Dinu-De west=Asnanisma
Mudodigu north=Dusmulma south=Dixenilisnixe east=Molage west=Megegu
Dismama north=Elixemililo south=Dagene east=Eligusmu west=Dexu
Mulne north=Enelena south=Moligo east=Asmu-Migigo west=Dagaxisma
Axo-Du north=Demu-A south=Du-Asme east=Du-Exu west=Mamila
Damu north=Mosmemu south=Dalilmisma east=Meline west=Mosnismilinu
Mamosme north=Enisne south=Esnasna east=Exexexe west=Aninulu
Mosnano north=Elu-Ema south=Axo-Ane east=Mimema west=Dulusma
Musma north=Alolno south=Alaxilu east=Anixenu west=Agaxalu
Esnasma north=Memimigu south=Menama east=Doda west=Enasna
Dulu-Ma north=Dolmodu south=Exaxo-Ma east=Dodano west=Agesne
Malosma north=Dasno south=Almena east=Mo-Ame west=Egosnimu
Emalmu north=Maludismo south=Dixusnu east=Enimixu west=Mu-Enu
Migu-De north=Alu-Amo south=Mosmule east=Anolu west=Du-Enila
Degodo north=Damasma south=Degoda east=Dinana west=Amu-De
Mulo-A north=Magimigu east=Axodina west=Demosno
Amesnu north=Agaxeniximilina south=Melulu east=Asninu
Megude north=Axexu-E south=Masnexo east=Digixu west=Dismu-E
Mulisme north=Mamu-E south=Esmule east=Axudo west=Mu-E
Amagemu north=Dudilo south=Malu east=Masmosmu west=Aganexe
Asnigino north=Ago-Me south=Molmene east=Enudage west=Digudilino
Mexelo north=Demimu south=Enolme east=Alnesme west=Musnoda
Mudosmo north=Esmulmo south=Eno-Du east=Digiga west=Egamudixa
Damusno north=Mo-Desmu south=Agexudu east=Alixesme west=Dilode
Axu north=Dusmo-E south=Mo-Mo-Mimu east=Modismo west=Mismela
Anenosmo north=Esnelina south=Dusnu-Mo east=Anelmo west=Denisno
Dulagu north=Milexo south=Mo-Alo east=Emasmixe west=Dexo-A
Maxolmo north=Axalesno south=Malemu east=Manilmo west=Molmode
Enimusmimo north=Elalexe south=Eludulo east=Dusmamismo west=Daxusmo
Milego north=Masmisnilna south=Musmexe east=Emaxu-Mu west=Anenino
Mixigo north=Milosma south=Alnuda east=Dulmesmu west=Dolesno
Amagude north=Demolu south=Ano-Elixe east=Dixu-E west=Elmole
Anemaxilisma north=Dusninu south=Melege east=Mexo-A west=Elnixo
Mamilna north=Alilusmilino south=Emo-Alu west=Mimege
Egu-Ege north=Amodilne south=Egu-Asne east=Dosnamo west=Amamulnu
Anusnisnu north=Mosnine south=Demosnigo east=Enisnime west=Alinosno
Minolu north=Delmalmisno south=Dimode east=Digo-De west=Desniginu
Anodeno north=Mo-Misma south=Dixalma east=Exu-Age west=Agaxalne
Exo-Mixe north=Maxulno south=Dosnudo east=Megesma west=Megesna
Egolmo north=Mo-Esma south=Delesno east=Mesmimixu west=Maxena
Manusna north=Doliga south=Memena east=Axalagixa west=Amixu-Ma
Mixamisnimo north=Digoda south=Dusnusnu east=Exelosmine west=Esmismo
Agilmimixa north=Mamexe south=Aminala east=Demila west=Anemasno
Mu-Dusmixa north=Asnima south=Asnime east=Molmismu west=Mamaximu
Milismimina north=Dulusno south=Dinosmo east=Maxaga west=Dalmene
Esnolu north=Delile south=Moda east=Emilnigu west=Esno-E
Anolu-Do north=Esnudinine south=Molisno east=Denalu west=Asmexilme
Mesnine north=Esmu-De south=Amodigixa east=Misminilnu west=Digo-Me
Molnena north=Masmo south=Muligu east=Minilo west=Dagosnigu
Enasma north=Desnige south=Mixexilmo east=Agininu west=Axanulu
Dudemu north=Ano south=Masmaxa east=Esnanixu west=Magegu
Mismulme north=Do-Daga south=Axilelo east=Emixuda west=Dalma
Damasmile north=Amismo south=Amisme east=Agudasmigu west=Enimisno
Mismisne south=Elimu east=Egamo-A west=Ego-Do
Dimega north=Dulo-E south=Dulo-A east=Delelisna west=Agodesmo
Minele north=Amodano south=Dolulmo east=Dulosmixu west=Alu
Emalnixila north=Migasne south=Agenexa east=Emamo west=Dolmimo
Dilmigigine north=Enodusmo south=Misnu east=Dosmigu west=Elnu-De
Disnime north=Dulmegu south=Aximosma east=Damaxu west=Amaximigu
Dimemo north=Enagoline south=Esmola east=Amu-De west=Anixaxe
Dile north=Egodesne south=Exinilu east=Dimilmisme west=Mosmimino
Esmane north=Misnigu south=Damosmu east=Anale west=Egu-Dino
Agimosmo north=Eminuda south=Alegaxisme east=Mexixo west=Exixilu
Mu-Eme north=Axu-Mile south=Mu-Ema east=Anegigu west=Mudalu
Esnuda north=Esnudo south=Emudine east=Dosneno west=Egasna
Emulnixu north=Ano-Ane south=Masnosne east=Esmisma west=Enesmo
Esnusnu north=Esnodilmo south=Mamaxu east=Manalu west=Dimimilmigu
Amenexila north=Migolilo south=Mu-Esnu east=Egusmigo west=Mila
Dinesnu north=Du-Dosmu south=Do-Eno east=Minasnu west=Mosno-E
Exodimu north=Dexusna south=Emegu-Miga east=Alosnisma west=Agexisnimo
Axasma north=Mosmino south=Amula east=Exelosme west=Enosna
Agaxodilnu north=Dagama south=Aligimigu east=Dasmudisne west=Mililmu
Mexusma north=Magoda south=Digolma east=Milmu-De west=Egolnu
Danexe north=Degesma south=Mesnemu east=Anilosne west=Malo
Ala north=Ale south=Exino east=Egusno west=Mixo-Mu
Axeno-Da north=Musnige south=Amamole east=Dixolu west=Magame
Amu-Mu north=Mimixilne south=Modigige east=Dosmixigilu west=Egodile
Dosmemina north=Anudilnu south=Denene east=Anolnina west=Anulosne
Amenu-A north=Asnuligo east=Danolnisne west=Mismamimo
Emelole north=Modixo south=Minegu east=Amu-Agixo west=Du-Mexisne
Molodimu north=Demesmo south=Examaxa east=Alinosno west=Daxo-De
Misnosne north=Egula south=Dulusmu east=Enulne west=Alosna
Axodeme north=Agodusma south=Agolo-Mima east=Malesmu west=Degulninu
Esminilixu north=Manesmo south=Alu-Ege east=Anosna
Magegu north=Dosnusnu south=Emasnu east=Dudemu west=Agosmisma
Elemigo north=Aximu-Digismila south=Desmagu east=Milaxu west=Dilnimisno
Amulme north=Dismilismismo south=Enu east=Migosmismu west=Mudosmismo
Do-Mosno north=Elo south=Esnama east=Esmasne west=Dasmelmo
Melaga north=Asmudilmu east=Axaninisme west=Mimodo
Exanalo north=Asnisnigo south=Eligenigu east=Mu-Mu-E west=Amagusmixu
Elolime north=Memuda south=Anexudo east=Esmulma west=Minexe
Agalnu north=Esmame south=Almolna east=Migalme west=Damimo
Agageximo north=Dimelmino south=Emigemimismo east=Mixesmu west=Anelusnu
Elmilime north=Axudixo south=Masnusme east=Do-Mino west=Dalagu
Asnu-Do north=Eno-Alne south=Mudulu west=Mile
Dulmo north=Dodage south=Danudo east=Mo-Diga west=Esnixu
Exosno north=Esnulna south=Melasma east=Dusmudu west=Almaga
Aninoda north=Mo-Axe south=Mixudimu east=Amodino west=Masnulme
Mu-Axixu north=Mo-Ana south=Mulagilmu east=Dolimimo west=Dasnu-Ma
Mimalna north=Mimu south=Magele east=Dinixe west=Dodenilme
Mo-Delmigu north=Enalnu south=Enelolo west=Mu-Do
Menagu north=Agududo south=Anexino east=Alnene west=Anu-Ala
Enu-Ano north=Exulo south=Alo-Mu east=Axodelu west=Malesmu
Mamemu north=Egena south=Alusnile east=Exodela west=Magilno
Exosninu north=Dolesno south=Mexulmu east=Alnuda west=Enulme
Emolmismila north=Amene south=Amolmige east=Digage west=Elmolino
Elaxu north=Emexana south=Agagosmu east=Magego west=Egodosna
Dosnana north=Anulmu south=Damoda east=Mexesminu west=Dimo-Du
Migusmo north=Masnisma south=Egimalu east=Anemesmo west=Alusne
Dixinina north=Agemosmisne south=Elenu east=Dilmexixe west=Megame
Anude north=Asneme south=Dosmolu east=Molnilno west=Mulosmixo
Mosmena north=Amilna south=Emulegu east=Dulnelme west=Dududisna
Demasma north=Egosme south=Asnude east=Minusno west=Exudixo
Elegimisnilno north=Asmule south=Mosmegiximo east=Alaximo west=Axu-De
Dinano north=Agimagu south=Alisnu east=Mexixixu west=Eninile
Dolago north=Delode south=Magulme east=Enixama west=Mesmino
Alisnila north=Dama south=Dame east=Asmasne west=Axinema
Memimu north=Axu-Ego south=Asnilniga east=Amelmo west=Dodo-Mu
Emegaxiga north=Milmale south=Alna east=Axesne west=Emelama
Damagu north=Mudema south=Mudeme east=Exodulima west=Amolula
Danine north=Esniliga south=Emino-Do east=Dexisme west=Dagode
Exolama north=Egasnima south=Mosmama east=Dodala west=Migudima
Exo-Ma north=Exodame south=Anudenige east=Enelo-A west=Mimima
Axemusno north=Egemu south=Asnagu east=Egamila west=Egigexa
Eno-Almo north=Almima south=Enigililmixo east=Asmu-Mino west=Exo-Me
Amagolmu north=Eninixo south=Magosma east=Dalisno west=Mosmu-E
Demudu north=Agelimu south=Ageno-A east=Mamimo west=Manenu
Anilosne north=Degamigo south=Diniga east=Dusnimo west=Danexe
Exino-A north=Emusna south=Axusnino east=Animilo west=Agaxane
Mamoda north=Enixinu south=Mosnige east=Denosmo west=Agigigu
Ego-A north=Exexexe south=Denima east=Ano-Me west=Esnasna
Modigu north=Mesmile south=Du-Masmu east=Exulule west=Mu-Egixu
Memelmo north=Anemexu south=Agodegu east=Axodine west=Misno-A
Dixina north=Anixenu south=Emano east=Menulmo west=Alaxilu
Mu-Dagime north=Alno-Digo south=Musmema east=Mudo-Mo west=Emixusmo
Du-Musne north=Esmigixe south=Elnega east=Elminu west=Minemu
Asnano north=Aminosmu south=Eninesno east=Egudulmismo west=Du-Demimo
Do-Mela north=Dagilo south=Dismolu east=Axisnu west=Mosmala
Mimene north=Dine south=Dina east=Desma west=Agu-De
Dexu north=Damala south=Damimu east=Dismama west=Exolodo
Meluda north=Emolaga south=Agalude east=Alaxine west=Analusmile
Anolno north=Dusname south=Alusnixe east=Aximusne west=Esmisnu
Denu north=Amolma south=Esmusmixismu east=Manamilme west=Dexane
Dismilu north=Dalulmigu south=Delnuda east=Agexixe west=Amasnilu
Esnine north=Aminenu south=Dixu east=Degule west=Egusmisma
Asnesmu north=Exigiximu south=Amanu-A east=Esnodigu west=Dulismo
Axine north=Molo-Me south=Alo-Ma east=Asnile west=Elemixo
Malnanisna north=Dimexe south=Mosmigu east=Ano-Exixo west=Emudesme
Eganolimu north=Amosnima south=Deleno east=Agesnismima west=Dulmalo
